data,ano,mes,nome_mes,eh_fds,usd_ptax,qtd,valor_liquido,valor_abs,usd_ret,usd_vol_7d
2010-06-17,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-18,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-19,2010,6,June,True,,0.00,0.00,0.00,,
2010-06-20,2010,6,June,True,,0.00,0.00,0.00,,
2010-06-21,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-22,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-23,2010,6,June,False,,2.00,-87.33,87.33,,
2010-06-24,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-25,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-26,2010,6,June,True,,0.00,0.00,0.00,,
2010-06-27,2010,6,June,True,,1.00,262.00,262.00,,
2010-06-28,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-29,2010,6,June,False,,0.00,0.00,0.00,,
2010-06-30,2010,6,June,False,,0.00,0.00,0.00,,
2010-07-01,2010,7,July,False,,1.00,-25.39,25.39,,
2010-07-02,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-03,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-04,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-05,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-06,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-07,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-08,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-09,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-10,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-11,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-12,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-13,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-14,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-15,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-16,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-17,2010,7,July,True,,1.00,-12.18,12.18,,
2010-07-18,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-19,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-20,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-21,2010,7,July,False,,2.00,347.20,840.80,,
2010-07-22,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-23,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-24,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-25,2010,7,July,True,,0.00,0.00,0.00,,
2010-07-26,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-27,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-28,2010,7,July,False,,2.00,-39.29,39.29,,
2010-07-29,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-30,2010,7,July,False,,0.00,0.00,0.00,,
2010-07-31,2010,7,July,True,,0.00,0.00,0.00,,
2010-08-01,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-02,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-03,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-04,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-05,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-06,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-07,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-08,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-09,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-10,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-11,2010,8,August,False,,3.00,175.30,339.30,,
2010-08-12,2010,8,August,False,,2.00,-44.90,44.90,,
2010-08-13,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-14,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-15,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-16,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-17,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-18,2010,8,August,False,,1.00,-85.00,85.00,,
2010-08-19,2010,8,August,False,,3.00,-34.72,34.72,,
2010-08-20,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-21,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-22,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-23,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-24,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-25,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-26,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-27,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-28,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-29,2010,8,August,True,,0.00,0.00,0.00,,
2010-08-30,2010,8,August,False,,0.00,0.00,0.00,,
2010-08-31,2010,8,August,False,,0.00,0.00,0.00,,
2010-09-01,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-02,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-03,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-04,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-05,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-06,2010,9,September,False,,1.00,275.00,275.00,,
2010-09-07,2010,9,September,False,,1.00,64.37,64.37,,
2010-09-08,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-09,2010,9,September,False,,1.00,-291.89,291.89,,
2010-09-10,2010,9,September,False,,1.00,-53.35,53.35,,
2010-09-11,2010,9,September,True,,1.00,-21.83,21.83,,
2010-09-12,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-13,2010,9,September,False,,1.00,41.40,41.40,,
2010-09-14,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-15,2010,9,September,False,,1.00,-38.40,38.40,,
2010-09-16,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-17,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-18,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-19,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-20,2010,9,September,False,,3.00,-96.01,96.01,,
2010-09-21,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-22,2010,9,September,False,,1.00,-45.41,45.41,,
2010-09-23,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-24,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-25,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-26,2010,9,September,True,,0.00,0.00,0.00,,
2010-09-27,2010,9,September,False,,0.00,0.00,0.00,,
2010-09-28,2010,9,September,False,,3.00,-76.13,76.13,,
2010-09-29,2010,9,September,False,,2.00,-83.47,83.47,,
2010-09-30,2010,9,September,False,,4.00,17455.32,17554.68,,
2010-10-01,2010,10,October,False,,1.00,-5.25,5.25,,
2010-10-02,2010,10,October,True,,1.00,-76.60,76.60,,
2010-10-03,2010,10,October,True,,0.00,0.00,0.00,,
2010-10-04,2010,10,October,False,,6.00,-191.27,663.51,,
2010-10-05,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-06,2010,10,October,False,,2.00,-5.61,30.67,,
2010-10-07,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-08,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-09,2010,10,October,True,,0.00,0.00,0.00,,
2010-10-10,2010,10,October,True,,0.00,0.00,0.00,,
2010-10-11,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-12,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-13,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-14,2010,10,October,False,,2.00,-86.49,86.49,,
2010-10-15,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-16,2010,10,October,True,,1.00,-17.10,17.10,,
2010-10-17,2010,10,October,True,,2.00,-68.97,68.97,,
2010-10-18,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-19,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-20,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-21,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-22,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-23,2010,10,October,True,,0.00,0.00,0.00,,
2010-10-24,2010,10,October,True,,1.00,-33.59,33.59,,
2010-10-25,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-26,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-27,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-28,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-29,2010,10,October,False,,0.00,0.00,0.00,,
2010-10-30,2010,10,October,True,,0.00,0.00,0.00,,
2010-10-31,2010,10,October,True,,0.00,0.00,0.00,,
2010-11-01,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-02,2010,11,November,False,,1.00,318.50,318.50,,
2010-11-03,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-04,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-05,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-06,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-07,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-08,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-09,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-10,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-11,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-12,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-13,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-14,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-15,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-16,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-17,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-18,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-19,2010,11,November,False,,1.00,-94.88,94.88,,
2010-11-20,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-21,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-22,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-23,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-24,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-25,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-26,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-27,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-28,2010,11,November,True,,0.00,0.00,0.00,,
2010-11-29,2010,11,November,False,,0.00,0.00,0.00,,
2010-11-30,2010,11,November,False,,0.00,0.00,0.00,,
2010-12-01,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-02,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-03,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-04,2010,12,December,True,,2.00,-47.40,47.40,,
2010-12-05,2010,12,December,True,,0.00,0.00,0.00,,
2010-12-06,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-07,2010,12,December,False,,2.00,204.46,432.74,,
2010-12-08,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-09,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-10,2010,12,December,False,,2.00,-134.96,134.96,,
2010-12-11,2010,12,December,True,,1.00,126.70,126.70,,
2010-12-12,2010,12,December,True,,0.00,0.00,0.00,,
2010-12-13,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-14,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-15,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-16,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-17,2010,12,December,False,,6.00,-46.28,263.68,,
2010-12-18,2010,12,December,True,,1.00,-71.41,71.41,,
2010-12-19,2010,12,December,True,,0.00,0.00,0.00,,
2010-12-20,2010,12,December,False,,1.00,-65.25,65.25,,
2010-12-21,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-22,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-23,2010,12,December,False,,1.00,-8.50,8.50,,
2010-12-24,2010,12,December,False,,2.00,-31.13,31.13,,
2010-12-25,2010,12,December,True,,2.00,-53.40,53.40,,
2010-12-26,2010,12,December,True,,1.00,54.38,54.38,,
2010-12-27,2010,12,December,False,,1.00,22.02,22.02,,
2010-12-28,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-29,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-30,2010,12,December,False,,0.00,0.00,0.00,,
2010-12-31,2010,12,December,False,,0.00,0.00,0.00,,
2011-01-01,2011,1,January,True,,3.00,-94.32,94.32,,
2011-01-02,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-03,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-04,2011,1,January,False,,5.00,14576.58,15253.42,,
2011-01-05,2011,1,January,False,,3.00,7.83,54.23,,
2011-01-06,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-07,2011,1,January,False,,2.00,-11.91,84.67,,
2011-01-08,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-09,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-10,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-11,2011,1,January,False,,1.00,48715.00,48715.00,,
2011-01-12,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-13,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-14,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-15,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-16,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-17,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-18,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-19,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-20,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-21,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-22,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-23,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-24,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-25,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-26,2011,1,January,False,,0.00,0.00,0.00,,
2011-01-27,2011,1,January,False,,4.00,-37287.68,37322.32,,
2011-01-28,2011,1,January,False,,3.00,-588.03,588.03,,
2011-01-29,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-30,2011,1,January,True,,0.00,0.00,0.00,,
2011-01-31,2011,1,January,False,,0.00,0.00,0.00,,
2011-02-01,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-02,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-03,2011,2,February,False,,2.00,-151.63,231.43,,
2011-02-04,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-05,2011,2,February,True,,1.00,-21.82,21.82,,
2011-02-06,2011,2,February,True,,0.00,0.00,0.00,,
2011-02-07,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-08,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-09,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-10,2011,2,February,False,,2.00,-100.12,100.12,,
2011-02-11,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-12,2011,2,February,True,,0.00,0.00,0.00,,
2011-02-13,2011,2,February,True,,0.00,0.00,0.00,,
2011-02-14,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-15,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-16,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-17,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-18,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-19,2011,2,February,True,,0.00,0.00,0.00,,
2011-02-20,2011,2,February,True,,0.00,0.00,0.00,,
2011-02-21,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-22,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-23,2011,2,February,False,,1.00,2407.00,2407.00,,
2011-02-24,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-25,2011,2,February,False,,0.00,0.00,0.00,,
2011-02-26,2011,2,February,True,,1.00,-12.23,12.23,,
2011-02-27,2011,2,February,True,,1.00,-2.66,2.66,,
2011-02-28,2011,2,February,False,,0.00,0.00,0.00,,
2011-03-01,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-02,2011,3,March,False,,1.00,726.00,726.00,,
2011-03-03,2011,3,March,False,,2.00,12.05,21.11,,
2011-03-04,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-05,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-06,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-07,2011,3,March,False,,1.00,-82.39,82.39,,
2011-03-08,2011,3,March,False,,4.00,191.70,753.86,,
2011-03-09,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-10,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-11,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-12,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-13,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-14,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-15,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-16,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-17,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-18,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-19,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-20,2011,3,March,True,,1.00,134.70,134.70,,
2011-03-21,2011,3,March,False,,4.00,-300.50,300.50,,
2011-03-22,2011,3,March,False,,4.00,-294.71,294.71,,
2011-03-23,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-24,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-25,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-26,2011,3,March,True,,4.00,-294.56,374.56,,
2011-03-27,2011,3,March,True,,0.00,0.00,0.00,,
2011-03-28,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-29,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-30,2011,3,March,False,,0.00,0.00,0.00,,
2011-03-31,2011,3,March,False,,0.00,0.00,0.00,,
2011-04-01,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-02,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-03,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-04,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-05,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-06,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-07,2011,4,April,False,,2.00,3776.17,3789.83,,
2011-04-08,2011,4,April,False,,3.00,374.71,636.69,,
2011-04-09,2011,4,April,True,,2.00,-50.65,50.65,,
2011-04-10,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-11,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-12,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-13,2011,4,April,False,,1.00,-155.61,155.61,,
2011-04-14,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-15,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-16,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-17,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-18,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-19,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-20,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-21,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-22,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-23,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-24,2011,4,April,True,,0.00,0.00,0.00,,
2011-04-25,2011,4,April,False,,1.00,1145.00,1145.00,,
2011-04-26,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-27,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-28,2011,4,April,False,,0.00,0.00,0.00,,
2011-04-29,2011,4,April,False,,1.00,-26.84,26.84,,
2011-04-30,2011,4,April,True,,3.00,-128.23,128.23,,
2011-05-01,2011,5,May,True,,5.00,43.92,524.88,,
2011-05-02,2011,5,May,False,,1.00,229.58,229.58,,
2011-05-03,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-04,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-05,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-06,2011,5,May,False,,3.00,-713.95,713.95,,
2011-05-07,2011,5,May,True,,0.00,0.00,0.00,,
2011-05-08,2011,5,May,True,,0.00,0.00,0.00,,
2011-05-09,2011,5,May,False,,1.00,-14.04,14.04,,
2011-05-10,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-11,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-12,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-13,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-14,2011,5,May,True,,4.00,19057.44,19912.56,,
2011-05-15,2011,5,May,True,,0.00,0.00,0.00,,
2011-05-16,2011,5,May,False,,0.00,0.00,0.00,,
2011-05-17,2011,5,May,False,,0.00,0.00,0.00,,
